transaction_id,sale_date,sale_year,sale_month,sale_quarter,model,variant,segment,body_style,fuel_type,transmission,color,trim_line,optional_packages,options_cost_usd,msrp_usd,discount_percent,discount_amount_usd,final_sale_price_usd,financing_type,loan_term_months,region,country,sales_channel,customer_type,warranty_package,delivery_days,customer_satisfaction_score,is_repeat_customer,trade_in
BMW-2024-03479,20/04/2024,2024,4,Q2,2 Series,220i,Compact,Hatchback,Petrol,Manual,Mineral Grey,Standard,1,1977.16,39769.82,7.68,3054.32,36715.5,Cash,0,Asia Pacific,Thailand,Dealership,Individual,3-Year Extended,17,4.9,FALSE,TRUE
BMW-2025-03480,03/06/2025,2025,6,Q2,2 Series,223i,Compact,Hatchback,Diesel,Automatic,Alpine White,Sport Line,3,4155.42,45034.79,9.59,4318.84,40715.95,Cash,0,Asia Pacific,India,Dealership,Individual,5-Year Premium,28,4.4,TRUE,FALSE
BMW-2025-03481,02/07/2025,2025,7,Q3,3 Series,340i,Sedan,Sedan,Petrol,Automatic,Frozen Pure Grey,xLine,4,5477.23,50351.85,4.95,2492.42,47859.43,Lease,48,North America,USA,Dealership,Corporate,5-Year Premium,43,2.5,FALSE,TRUE
BMW-2025-03482,07/06/2025,2025,6,Q2,7 Series,740i,Luxury,Sedan,Diesel,Automatic,Tanzanite Blue,Sport Line,4,6083.91,101279.69,2.89,2926.98,98352.71,Loan,36,Europe,Poland,Online Direct,Individual,2-Year Standard,23,4.6,TRUE,FALSE
BMW-2024-03483,27/07/2024,2024,7,Q3,X3,M40i,SUV,SUV,Petrol,Automatic,Mineral Grey,Sport Line,3,5705.66,54117.43,0.8,432.94,53684.49,Lease,72,Europe,France,Dealership,Individual,3-Year Extended,76,4.4,FALSE,FALSE
BMW-2025-03484,26/11/2025,2025,11,Q4,3 Series,M3,Sedan,Sedan,Petrol,Automatic,Tanzanite Blue,Standard,0,0,47830.67,6.92,3309.88,44520.79,Loan,60,Europe,Netherlands,Dealership,Individual,2-Year Standard,66,2.5,FALSE,TRUE
BMW-2025-03485,03/02/2025,2025,2,Q1,5 Series,530i,Sedan,Sedan,Petrol,Automatic,Alpine White,Sport Line,4,4901.25,70546.53,11.37,8021.14,62525.39,Loan,60,Asia Pacific,Japan,Dealership,Individual,5-Year Premium,84,4.5,FALSE,FALSE
BMW-2025-03486,22/10/2025,2025,10,Q4,2 Series,M2,Compact,Hatchback,Petrol,Automatic,Mineral Grey,Sport Line,2,3667.78,43536.37,1.57,683.52,42852.85,Cash,0,North America,Canada,Online Direct,Individual,3-Year Extended,60,3,FALSE,TRUE
BMW-2024-03487,25/11/2024,2024,11,Q4,5 Series,530i,Sedan,Sedan,Diesel,Automatic,Black Sapphire,M Sport,4,9124.05,72083.74,6.8,4901.69,67182.05,Subscription,0,North America,USA,Dealership,Individual,5-Year Premium,24,2.5,TRUE,FALSE
BMW-2025-03488,12/05/2025,2025,5,Q2,X5,xDrive50e,SUV,SUV,Diesel,Automatic,Black Sapphire,M Sport,4,5154.15,86288.99,7.06,6092,80196.99,Lease,36,China,China,Dealership,Individual,2-Year Standard,80,4.9,FALSE,TRUE
BMW-2025-03489,02/05/2025,2025,5,Q2,X1,xDrive25e,SUV,SUV,Petrol,Steptronic Sport,Portimao Blue,Sport Line,3,5154.31,44463.2,11.56,5139.95,39323.25,Loan,48,Europe,UK,Dealership,Corporate,5-Year Premium,61,4.7,FALSE,TRUE
BMW-2024-03490,27/06/2024,2024,6,Q2,i7,eDrive60,EV,Sedan,Electric (BEV),Automatic,Carbon Black,Standard,4,4479.47,108329.09,0.85,920.8,107408.29,Loan,48,Europe,Germany,Dealership,Individual,3-Year Extended,25,4.8,FALSE,FALSE
BMW-2024-03491,13/11/2024,2024,11,Q4,3 Series,330e,Sedan,Sedan,Petrol,Automatic,Portimao Blue,xLine,0,0,45372.58,0.76,344.83,45027.75,Cash,0,Latin America,Chile,Dealership,Rental,3-Year Extended,8,4.7,FALSE,TRUE
BMW-2024-03492,24/05/2024,2024,5,Q2,4 Series,M4,Coupe,Sedan,Electric (BEV),Automatic,Tanzanite Blue,M Sport,0,0,56755.68,3.86,2190.77,54564.91,Loan,72,Europe,Italy,Dealership,Individual,5-Year Premium,46,3.9,FALSE,TRUE
BMW-2025-03493,26/06/2025,2025,6,Q2,4 Series,420i,Coupe,Sedan,Petrol,Automatic,Frozen Pure Grey,Luxury Line,0,0,62927.55,11.1,6984.96,55942.59,Loan,24,China,China,Dealership,Individual,3-Year Extended,54,4.2,TRUE,TRUE
BMW-2024-03494,19/04/2024,2024,4,Q2,X7,M60i,SUV,SUV,Petrol,Automatic,Carbon Black,Luxury Line,3,3257.12,103411.56,0.67,692.86,102718.7,Lease,60,North America,Canada,Online Direct,Government,5-Year Premium,7,4.8,TRUE,TRUE
BMW-2025-03495,13/02/2025,2025,2,Q1,4 Series,420i,Coupe,Sedan,Electric (BEV),Steptronic Sport,Portimao Blue,M Sport,2,1808.18,60994.49,2.98,1817.64,59176.85,Loan,24,Europe,Italy,Dealership,Rental,3-Year Extended,12,2.5,FALSE,TRUE
BMW-2025-03496,29/08/2025,2025,8,Q3,X5,M50i,SUV,SUV,Electric (BEV),Steptronic Sport,Portimao Blue,Standard,1,1129.06,73869.93,3.61,2666.7,71203.23,Cash,0,Europe,Germany,Online Direct,Corporate,5-Year Premium,66,2.5,FALSE,FALSE
BMW-2024-03497,01/09/2024,2024,9,Q3,i4,eDrive35,EV,Sedan,Petrol,Manual,Mineral Grey,Sport Line,0,0,66111.85,8.1,5355.06,60756.79,Loan,60,China,China,Dealership,Individual,2-Year Standard,31,4.8,FALSE,FALSE
BMW-2025-03498,07/10/2025,2025,10,Q4,4 Series,430i,Coupe,Sedan,Electric (BEV),Automatic,Carbon Black,Sport Line,4,5098.84,54370.64,9.69,5268.52,49102.12,Cash,0,Latin America,Chile,Dealership,Government,3-Year Extended,39,2.5,TRUE,TRUE
BMW-2025-03499,09/03/2025,2025,3,Q1,4 Series,M440i,Coupe,Sedan,Hybrid (PHEV),Automatic,Mineral Grey,Luxury Line,3,4084.62,61264.7,11.87,7272.12,53992.58,Lease,36,North America,USA,Dealership,Individual,3-Year Extended,86,4.6,FALSE,TRUE
BMW-2024-03500,05/10/2024,2024,10,Q4,X5,xDrive40i,SUV,SUV,Hybrid (PHEV),Automatic,Alpine White,M Sport,4,8025.75,79273.39,0.28,221.97,79051.42,Loan,72,Asia Pacific,Australia,Online Direct,Individual,5-Year Premium,39,2.5,FALSE,FALSE
BMW-2024-03501,13/10/2024,2024,10,Q4,2 Series,223i,Compact,Hatchback,Diesel,Automatic,Verde Ermes,Individual,4,4698.54,53225.56,11.18,5950.62,47274.94,Lease,72,China,China,Dealership,Individual,5-Year Premium,36,4.8,FALSE,FALSE
BMW-2025-03502,12/09/2025,2025,9,Q3,3 Series,330i,Sedan,Sedan,Petrol,Steptronic Sport,Frozen Pure Grey,Sport Line,2,2079.03,49459.11,2.68,1325.5,48133.61,Lease,72,Europe,Italy,Dealership,Individual,3-Year Extended,85,2.5,FALSE,FALSE
BMW-2025-03503,14/03/2025,2025,3,Q1,X3,xDrive30i,SUV,SUV,Petrol,Automatic,Portimao Blue,M Sport,1,1637.39,64044.31,7.7,4931.41,59112.9,Lease,60,China,China,Dealership,Corporate,5-Year Premium,32,3.5,TRUE,FALSE
BMW-2024-03504,19/04/2024,2024,4,Q2,i4,eDrive40,EV,Sedan,Petrol,Automatic,Melbourne Red,Individual,3,2578.1,69604.07,1.27,883.97,68720.1,Lease,72,Europe,Germany,Dealership,Corporate,2-Year Standard,64,4.5,FALSE,FALSE
BMW-2025-03505,29/10/2025,2025,10,Q4,X1,xDrive20i,SUV,SUV,Petrol,Automatic,Mineral Grey,Sport Line,4,5274.58,47518.58,9.4,4466.75,43051.83,Loan,48,China,China,Dealership,Individual,5-Year Premium,10,2.5,FALSE,FALSE
BMW-2024-03506,26/03/2024,2024,3,Q1,2 Series,223i,Compact,Hatchback,Diesel,Automatic,Melbourne Red,Standard,1,2438.44,38550.68,8.05,3103.33,35447.35,Cash,0,Europe,Poland,Dealership,Government,2-Year Standard,25,3.7,FALSE,FALSE
BMW-2024-03507,10/02/2024,2024,2,Q1,Z4,sDrive30i,Roadster,Convertible,Diesel,Automatic,Frozen Pure Grey,M Sport,3,6514.05,62618.03,10,6261.8,56356.23,Cash,0,Europe,Netherlands,Dealership,Individual,3-Year Extended,72,4.2,FALSE,FALSE
BMW-2025-03508,17/09/2025,2025,9,Q3,X1,xDrive25e,SUV,SUV,Diesel,Automatic,Frozen Pure Grey,xLine,0,0,44929.36,11.72,5265.72,39663.64,Loan,72,Europe,Italy,Online Direct,Individual,5-Year Premium,42,2.5,FALSE,FALSE
BMW-2024-03509,13/07/2024,2024,7,Q3,4 Series,M4,Coupe,Sedan,Diesel,Automatic,Verde Ermes,Luxury Line,5,9613.45,58714.1,7.46,4380.07,54334.03,Lease,72,North America,Canada,Online Direct,Individual,2-Year Standard,13,4.6,FALSE,FALSE
BMW-2025-03510,09/02/2025,2025,2,Q1,i4,eDrive35,EV,Sedan,Petrol,Manual,Dravit Grey,M Sport,2,4605.74,70169.64,0.84,589.42,69580.22,Loan,24,North America,USA,Dealership,Individual,3-Year Extended,12,2.5,TRUE,FALSE
BMW-2024-03511,27/10/2024,2024,10,Q4,iX,M60,EV,SUV,Petrol,Automatic,Verde Ermes,M Sport,4,3327.81,96203.58,8.86,8523.64,87679.94,Loan,72,Asia Pacific,India,Dealership,Individual,3-Year Extended,3,4,FALSE,TRUE
BMW-2024-03512,13/06/2024,2024,6,Q2,5 Series,520i,Sedan,Sedan,Electric (BEV),Automatic,Frozen Pure Grey,Luxury Line,3,3650.37,67968.39,0.17,115.55,67852.84,Lease,36,Asia Pacific,Thailand,Online Direct,Individual,3-Year Extended,5,2.5,TRUE,FALSE
BMW-2025-03513,22/10/2025,2025,10,Q4,X5,xDrive50e,SUV,SUV,Petrol,Manual,Dravit Grey,M Sport,1,2053.98,83491.07,3.42,2855.39,80635.68,Lease,72,North America,USA,Fleet/Corporate,Corporate,2-Year Standard,7,4.8,TRUE,FALSE
BMW-2025-03514,18/05/2025,2025,5,Q2,3 Series,M3,Sedan,Sedan,Petrol,Automatic,Frozen Pure Grey,Luxury Line,0,0,54678.4,2.8,1531,53147.4,Loan,24,China,China,Dealership,Individual,5-Year Premium,9,3.5,FALSE,FALSE
BMW-2024-03515,05/11/2024,2024,11,Q4,X3,xDrive20i,SUV,SUV,Diesel,Automatic,Melbourne Red,M Sport,3,5820.56,56788.63,5.28,2998.44,53790.19,Subscription,0,Europe,Netherlands,Online Direct,Individual,2-Year Standard,7,4.4,FALSE,TRUE
BMW-2024-03516,24/07/2024,2024,7,Q3,2 Series,M240i,Compact,Hatchback,Hybrid (PHEV),Automatic,Tanzanite Blue,Luxury Line,5,5518.5,45774.03,10.39,4755.92,41018.11,Cash,0,North America,USA,Fleet/Corporate,Individual,3-Year Extended,4,4.4,FALSE,FALSE
BMW-2024-03517,19/07/2024,2024,7,Q3,3 Series,330i,Sedan,Sedan,Diesel,Manual,Verde Ermes,Standard,5,12334.7,42284.22,5.57,2355.23,39928.99,Loan,48,Latin America,Argentina,Dealership,Individual,3-Year Extended,30,4,TRUE,FALSE
BMW-2025-03518,11/02/2025,2025,2,Q1,2 Series,M2,Compact,Hatchback,Electric (BEV),Automatic,Mineral Grey,M Sport,3,4298.13,48897.97,11.97,5853.09,43044.88,Cash,0,Middle East,Kuwait,Online Direct,Individual,3-Year Extended,33,3.6,TRUE,TRUE
BMW-2024-03519,03/02/2024,2024,2,Q1,2 Series,223i,Compact,Hatchback,Petrol,Automatic,Alpine White,Standard,1,1951.88,41259.61,7.68,3168.74,38090.87,Lease,36,China,China,Fleet/Corporate,Individual,5-Year Premium,46,2.5,FALSE,TRUE
BMW-2024-03520,25/05/2024,2024,5,Q2,X5,xDrive50e,SUV,SUV,Petrol,Automatic,Melbourne Red,Sport Line,3,6594.6,76897.66,2.72,2091.62,74806.04,Loan,36,Asia Pacific,Australia,Dealership,Individual,3-Year Extended,59,2.5,FALSE,FALSE
BMW-2025-03521,17/02/2025,2025,2,Q1,2 Series,223i,Compact,Hatchback,Petrol,Automatic,Carbon Black,Luxury Line,4,9537.15,43324.09,10.73,4648.67,38675.42,Lease,36,Europe,Germany,Fleet/Corporate,Individual,2-Year Standard,75,2.5,TRUE,TRUE
BMW-2025-03522,11/09/2025,2025,9,Q3,5 Series,540i,Sedan,Sedan,Petrol,Manual,Alpine White,M Sport,2,1977.21,69264.2,3.07,2126.41,67137.79,Loan,72,Europe,Spain,Dealership,Corporate,3-Year Extended,60,4.6,FALSE,FALSE
BMW-2025-03523,18/12/2025,2025,12,Q4,7 Series,745e,Luxury,Sedan,Electric (BEV),Automatic,Tanzanite Blue,xLine,3,5274.35,101305.45,3.91,3961.04,97344.41,Loan,60,Europe,Poland,Dealership,Individual,5-Year Premium,50,2.5,FALSE,FALSE
BMW-2024-03524,11/02/2024,2024,2,Q1,3 Series,330i,Sedan,Sedan,Electric (BEV),Automatic,Portimao Blue,Sport Line,2,3190.56,47831.45,1.88,899.23,46932.22,Loan,36,Europe,Italy,Dealership,Individual,3-Year Extended,40,3.5,FALSE,FALSE
BMW-2024-03525,11/02/2024,2024,2,Q1,1 Series,120i,Compact,Hatchback,Electric (BEV),Manual,Frozen Pure Grey,Luxury Line,1,1624.61,38112.78,7.86,2995.66,35117.12,Subscription,0,Europe,Italy,Online Direct,Individual,2-Year Standard,25,3.8,FALSE,TRUE
BMW-2025-03526,10/01/2025,2025,1,Q1,3 Series,330e,Sedan,Sedan,Electric (BEV),Automatic,Carbon Black,M Sport,4,6944.22,55166.28,2.58,1423.29,53742.99,Loan,36,North America,Mexico,Dealership,Individual,2-Year Standard,9,2.5,FALSE,TRUE
BMW-2024-03527,09/02/2024,2024,2,Q1,4 Series,430i,Coupe,Sedan,Petrol,Automatic,Carbon Black,M Sport,1,1106.83,61064.98,3.88,2369.32,58695.66,Cash,0,North America,Canada,Fleet/Corporate,Corporate,2-Year Standard,42,4,FALSE,FALSE
BMW-2025-03528,14/01/2025,2025,1,Q1,5 Series,540i,Sedan,Sedan,Petrol,Automatic,Black Sapphire,M Sport,0,0,72434.09,11.82,8561.71,63872.38,Loan,48,Asia Pacific,India,Dealership,Corporate,3-Year Extended,51,4.6,FALSE,FALSE
BMW-2025-03529,13/10/2025,2025,10,Q4,X3,xDrive20i,SUV,SUV,Petrol,Automatic,Verde Ermes,Standard,3,2589.84,57345.69,9.11,5224.19,52121.5,Lease,48,China,China,Fleet/Corporate,Corporate,2-Year Standard,86,4,FALSE,TRUE
BMW-2024-03530,27/05/2024,2024,5,Q2,3 Series,340i,Sedan,Sedan,Petrol,Automatic,Frozen Pure Grey,Sport Line,3,5649.21,47262.22,9.62,4546.63,42715.59,Lease,48,Europe,Poland,Dealership,Individual,5-Year Premium,46,4.3,FALSE,TRUE
BMW-2024-03531,30/07/2024,2024,7,Q3,X1,xDrive23i,SUV,SUV,Electric (BEV),Steptronic Sport,Verde Ermes,Individual,3,3188.32,54641.37,3.38,1846.88,52794.49,Subscription,0,North America,USA,Dealership,Individual,2-Year Standard,55,4.2,TRUE,FALSE
BMW-2025-03532,07/10/2025,2025,10,Q4,X1,xDrive25e,SUV,SUV,Diesel,Automatic,Tanzanite Blue,Sport Line,3,6044.67,45804.31,11.36,5203.37,40600.94,Lease,72,North America,USA,Dealership,Individual,5-Year Premium,52,4.6,FALSE,TRUE
BMW-2024-03533,09/12/2024,2024,12,Q4,X3,xDrive30i,SUV,SUV,Electric (BEV),Automatic,Dravit Grey,xLine,2,3699.75,57482.74,7.22,4150.25,53332.49,Loan,24,China,China,Dealership,Individual,3-Year Extended,74,4.6,FALSE,FALSE
BMW-2024-03534,04/06/2024,2024,6,Q2,5 Series,530i,Sedan,Sedan,Petrol,Automatic,Verde Ermes,xLine,5,12137.43,67713.3,11.23,7604.2,60109.1,Loan,72,North America,Canada,Fleet/Corporate,Individual,5-Year Premium,84,4.3,TRUE,TRUE
BMW-2024-03535,25/08/2024,2024,8,Q3,5 Series,530e,Sedan,Sedan,Petrol,Steptronic Sport,Black Sapphire,M Sport,1,1222.31,69810.35,5.26,3672.02,66138.33,Loan,72,North America,Mexico,Dealership,Individual,2-Year Standard,44,4.2,FALSE,TRUE
BMW-2024-03536,12/08/2024,2024,8,Q3,3 Series,340i,Sedan,Sedan,Petrol,Automatic,Verde Ermes,M Sport,2,4577.35,52269.61,3.61,1886.93,50382.68,Subscription,0,North America,Canada,Dealership,Individual,5-Year Premium,55,4.7,TRUE,FALSE
BMW-2025-03537,18/09/2025,2025,9,Q3,2 Series,M2,Compact,Hatchback,Diesel,Automatic,Alpine White,M Sport,5,4248.09,44823.56,11.04,4948.52,39875.04,Loan,60,Europe,Netherlands,Dealership,Corporate,2-Year Standard,72,4.2,TRUE,FALSE
BMW-2024-03538,04/03/2024,2024,3,Q1,5 Series,530i,Sedan,Sedan,Diesel,Manual,Melbourne Red,Luxury Line,3,4181.85,70403.25,5.23,3682.09,66721.16,Lease,48,China,China,Dealership,Rental,2-Year Standard,45,4.6,FALSE,FALSE
BMW-2025-03539,21/11/2025,2025,11,Q4,X5,xDrive50e,SUV,SUV,Electric (BEV),Automatic,Carbon Black,M Sport,4,5985.54,81645.77,11.33,9250.47,72395.3,Lease,60,Asia Pacific,Thailand,Dealership,Individual,3-Year Extended,54,4.9,FALSE,TRUE
BMW-2025-03540,22/03/2025,2025,3,Q1,5 Series,530e,Sedan,Sedan,Hybrid (PHEV),Automatic,Verde Ermes,Standard,1,1449.39,62724.19,6.92,4340.51,58383.68,Loan,36,Europe,Spain,Dealership,Individual,2-Year Standard,38,3.2,FALSE,FALSE
BMW-2025-03541,09/11/2025,2025,11,Q4,4 Series,430e,Coupe,Sedan,Petrol,Automatic,Frozen Pure Grey,Sport Line,0,0,56742.68,7.49,4250.03,52492.65,Lease,72,Europe,Italy,Dealership,Corporate,2-Year Standard,51,4.7,FALSE,FALSE
BMW-2024-03542,09/02/2024,2024,2,Q1,iX,M60,EV,SUV,Petrol,Automatic,Carbon Black,xLine,1,1837.13,97981.52,9.7,9504.21,88477.31,Cash,0,China,China,Dealership,Individual,5-Year Premium,47,2.5,FALSE,FALSE
BMW-2024-03543,25/10/2024,2024,10,Q4,2 Series,223i,Compact,Hatchback,Hybrid (PHEV),Automatic,Melbourne Red,Sport Line,4,4935.6,40471.13,11.12,4500.39,35970.74,Cash,0,Latin America,Chile,Dealership,Individual,2-Year Standard,68,4.8,FALSE,TRUE
BMW-2024-03544,11/12/2024,2024,12,Q4,i5,eDrive40,EV,Sedan,Petrol,Automatic,Mineral Grey,M Sport,1,2242.43,81075.41,0.09,72.97,81002.44,Loan,36,North America,Mexico,Dealership,Individual,3-Year Extended,49,3.8,FALSE,FALSE
BMW-2025-03545,09/12/2025,2025,12,Q4,7 Series,740i,Luxury,Sedan,Diesel,Steptronic Sport,Dravit Grey,M Sport,1,829.41,110119.25,3.56,3920.25,106199,Subscription,0,North America,Mexico,Dealership,Corporate,2-Year Standard,43,4.7,FALSE,FALSE
BMW-2024-03546,13/11/2024,2024,11,Q4,4 Series,430i,Coupe,Sedan,Petrol,Automatic,Verde Ermes,Individual,4,9461.08,69750.09,8.05,5614.88,64135.21,Loan,72,Middle East,Qatar,Dealership,Individual,2-Year Standard,12,4.8,FALSE,FALSE
BMW-2024-03547,23/03/2024,2024,3,Q1,4 Series,M4,Coupe,Sedan,Petrol,Manual,Portimao Blue,Luxury Line,4,9169.65,56158.84,10.31,5789.98,50368.86,Loan,24,Europe,Poland,Online Direct,Individual,5-Year Premium,56,3.6,FALSE,FALSE
BMW-2025-03548,11/07/2025,2025,7,Q3,3 Series,M3,Sedan,Sedan,Petrol,Manual,Alpine White,Standard,0,0,49816.91,7.47,3721.32,46095.59,Loan,24,North America,Canada,Online Direct,Individual,5-Year Premium,24,4.7,TRUE,FALSE
BMW-2025-03549,10/01/2025,2025,1,Q1,X3,xDrive20i,SUV,SUV,Hybrid (PHEV),Automatic,Black Sapphire,Sport Line,5,4475.16,55851.07,4.31,2407.18,53443.89,Cash,0,Europe,UK,Dealership,Corporate,3-Year Extended,49,4.1,TRUE,FALSE
BMW-2024-03550,24/01/2024,2024,1,Q1,1 Series,120i,Compact,Hatchback,Petrol,Automatic,Black Sapphire,Sport Line,2,2480.86,37556.75,1.63,612.18,36944.57,Lease,36,Europe,Italy,Dealership,Corporate,5-Year Premium,14,4.2,FALSE,FALSE
BMW-2024-03551,06/04/2024,2024,4,Q2,i4,M50,EV,Sedan,Hybrid (PHEV),Manual,Black Sapphire,Individual,4,9521.26,71074.22,7.03,4996.52,66077.7,Loan,24,Europe,Spain,Dealership,Individual,3-Year Extended,6,4.5,FALSE,TRUE
BMW-2024-03552,28/05/2024,2024,5,Q2,3 Series,M3,Sedan,Sedan,Diesel,Automatic,Dravit Grey,Sport Line,0,0,49301.1,1.05,517.66,48783.44,Lease,24,North America,Mexico,Dealership,Individual,5-Year Premium,5,3.7,TRUE,FALSE
BMW-2025-03553,01/05/2025,2025,5,Q2,3 Series,M3,Sedan,Sedan,Diesel,Automatic,Tanzanite Blue,Luxury Line,3,3242.17,56184,9.42,5292.53,50891.47,Loan,72,Middle East,Kuwait,Dealership,Government,2-Year Standard,36,4,FALSE,FALSE
BMW-2024-03554,17/11/2024,2024,11,Q4,2 Series,M2,Compact,Hatchback,Petrol,Automatic,Mineral Grey,M Sport,1,1385.28,41355.15,11.53,4768.25,36586.9,Lease,72,Latin America,Chile,Online Direct,Individual,2-Year Standard,18,4.2,FALSE,FALSE
BMW-2024-03555,17/03/2024,2024,3,Q1,X5,xDrive40i,SUV,SUV,Diesel,Automatic,Dravit Grey,Standard,3,2879.23,75217.05,0.77,579.17,74637.88,Cash,0,North America,Mexico,Online Direct,Individual,2-Year Standard,15,2.3,TRUE,TRUE
BMW-2025-03556,16/06/2025,2025,6,Q2,1 Series,M135i,Compact,Hatchback,Petrol,Automatic,Alpine White,xLine,4,6435.04,39188.7,2.22,869.99,38318.71,Loan,48,Asia Pacific,Japan,Online Direct,Individual,2-Year Standard,51,4.5,FALSE,TRUE
BMW-2024-03557,12/09/2024,2024,9,Q3,5 Series,530e,Sedan,Sedan,Petrol,Manual,Black Sapphire,M Sport,1,1464.62,68050.18,3.75,2551.88,65498.3,Loan,24,Asia Pacific,Thailand,Dealership,Corporate,3-Year Extended,90,4.6,FALSE,FALSE
BMW-2024-03558,06/02/2024,2024,2,Q1,X1,xDrive25e,SUV,SUV,Hybrid (PHEV),Automatic,Alpine White,xLine,1,1497.81,44714.69,9.24,4131.64,40583.05,Loan,36,North America,Mexico,Dealership,Individual,3-Year Extended,41,4.6,TRUE,FALSE
BMW-2024-03559,29/12/2024,2024,12,Q4,Z4,sDrive30i,Roadster,Convertible,Petrol,Automatic,Black Sapphire,Standard,3,3980.07,57994.66,2.95,1710.84,56283.82,Lease,60,Europe,UK,Fleet/Corporate,Individual,3-Year Extended,63,2.5,FALSE,TRUE
BMW-2025-03560,19/06/2025,2025,6,Q2,X3,xDrive20i,SUV,SUV,Petrol,Automatic,Verde Ermes,Standard,2,2537.02,57099.45,6.98,3985.54,53113.91,Cash,0,North America,Canada,Dealership,Individual,5-Year Premium,11,4.1,FALSE,FALSE
BMW-2025-03561,18/07/2025,2025,7,Q3,X3,M40i,SUV,SUV,Hybrid (PHEV),Automatic,Portimao Blue,xLine,1,2282.33,55930.42,0.21,117.45,55812.97,Cash,0,Europe,Poland,Dealership,Corporate,3-Year Extended,22,4.4,TRUE,FALSE
BMW-2024-03562,11/07/2024,2024,7,Q3,1 Series,118i,Compact,Hatchback,Diesel,Automatic,Dravit Grey,Luxury Line,1,2225.26,40567.59,0.27,109.53,40458.06,Loan,48,North America,Mexico,Fleet/Corporate,Individual,3-Year Extended,76,4.4,TRUE,FALSE
BMW-2025-03563,19/11/2025,2025,11,Q4,X5,xDrive40i,SUV,SUV,Petrol,Automatic,Portimao Blue,Standard,1,2375.71,77603.18,0.54,419.06,77184.12,Loan,72,North America,Mexico,Dealership,Individual,5-Year Premium,40,4.2,FALSE,TRUE
BMW-2024-03564,07/01/2024,2024,1,Q1,X3,M40i,SUV,SUV,Petrol,Automatic,Alpine White,M Sport,4,4718.18,58540.74,8.2,4800.34,53740.4,Cash,0,Asia Pacific,India,Online Direct,Individual,5-Year Premium,61,4.5,FALSE,FALSE
BMW-2025-03565,28/02/2025,2025,2,Q1,3 Series,340i,Sedan,Sedan,Electric (BEV),Automatic,Carbon Black,M Sport,3,6700.38,53648.76,4.34,2328.36,51320.4,Lease,24,North America,Canada,Fleet/Corporate,Corporate,5-Year Premium,85,4.7,FALSE,FALSE
BMW-2025-03566,10/05/2025,2025,5,Q2,X3,xDrive20i,SUV,SUV,Diesel,Steptronic Sport,Tanzanite Blue,M Sport,2,2843.55,64341.07,7.15,4600.39,59740.68,Lease,36,China,China,Dealership,Government,2-Year Standard,52,4,FALSE,TRUE
BMW-2025-03567,15/04/2025,2025,4,Q2,3 Series,320i,Sedan,Sedan,Diesel,Automatic,Verde Ermes,Luxury Line,2,2661.8,54163.4,9.89,5356.76,48806.64,Lease,48,North America,USA,Dealership,Corporate,2-Year Standard,29,4.7,FALSE,TRUE
BMW-2025-03568,17/01/2025,2025,1,Q1,i5,eDrive40,EV,Sedan,Petrol,Automatic,Melbourne Red,Luxury Line,3,2419.51,81506.66,10.62,8656.01,72850.65,Cash,0,North America,Mexico,Online Direct,Individual,3-Year Extended,40,4.7,FALSE,FALSE
BMW-2024-03569,31/10/2024,2024,10,Q4,1 Series,120i,Compact,Hatchback,Hybrid (PHEV),Automatic,Frozen Pure Grey,xLine,3,2921.98,38102.84,5.89,2244.26,35858.58,Cash,0,Europe,Poland,Dealership,Individual,2-Year Standard,80,2.5,FALSE,TRUE
BMW-2024-03570,24/03/2024,2024,3,Q1,4 Series,430i,Coupe,Sedan,Hybrid (PHEV),Automatic,Black Sapphire,Standard,1,2446.72,52088.7,8.18,4260.86,47827.84,Lease,24,Europe,Netherlands,Dealership,Corporate,2-Year Standard,33,4.5,TRUE,TRUE
BMW-2025-03571,11/02/2025,2025,2,Q1,i4,eDrive35,EV,Sedan,Diesel,Automatic,Tanzanite Blue,Luxury Line,4,9565.78,66243.69,8.27,5478.35,60765.34,Loan,72,Asia Pacific,Australia,Online Direct,Individual,2-Year Standard,16,4.8,TRUE,FALSE
BMW-2025-03572,06/03/2025,2025,3,Q1,5 Series,M5,Sedan,Sedan,Diesel,Steptronic Sport,Black Sapphire,M Sport,1,1481.99,75485.96,4.37,3298.74,72187.22,Loan,72,China,China,Dealership,Individual,2-Year Standard,37,4.4,FALSE,FALSE
BMW-2025-03573,20/02/2025,2025,2,Q1,X5,M50i,SUV,SUV,Electric (BEV),Steptronic Sport,Alpine White,Sport Line,1,944.83,84220.58,1.44,1212.78,83007.8,Loan,36,China,China,Dealership,Individual,3-Year Extended,82,3,FALSE,FALSE
BMW-2025-03574,13/09/2025,2025,9,Q3,i4,eDrive35,EV,Sedan,Hybrid (PHEV),Steptronic Sport,Tanzanite Blue,Sport Line,3,5049.92,63613.86,0.35,222.65,63391.21,Loan,72,Europe,Germany,Online Direct,Individual,5-Year Premium,60,4,FALSE,TRUE
BMW-2024-03575,03/11/2024,2024,11,Q4,X1,xDrive23i,SUV,SUV,Hybrid (PHEV),Automatic,Tanzanite Blue,Standard,2,3703.27,41762.67,11.66,4869.53,36893.14,Lease,36,North America,USA,Dealership,Individual,3-Year Extended,67,2.5,FALSE,FALSE
